genre,track_id,track_name,artist_name,tempo,danceability,energy,acousticness,duration_ms,instrumentalness,liveness,loudness,mode,speechiness,time_signature,valence
pop,0RiRZpuVRbi7oqRdSMwhQY,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,89.96,0.755,0.522,0.533,157560,0.0,0.0685,-4.368,1,0.0575,4,0.925
pop,7dt6x5M1jzdTEt8oCbisTK,Better Now,Post Malone,145.07,0.674,0.578,0.331,231267,0.0,0.135,-5.804,1,0.0408,4,0.34
pop,6f5ExP43esnvdKPddwKXJH,Better Days (NEIKED x Mae Muller x Polo G),NEIKED,110.054,0.717,0.671,0.0018,160657,2.54e-06,0.0921,-5.077,0,0.0337,4,0.699
pop,7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa),Calvin Harris,123.994,0.791,0.862,0.037,214847,2.19e-05,0.0814,-3.24,0,0.11,4,0.592
pop,0azC730Exh71aQlOt9Zj3y,This Is What You Came For,Calvin Harris,123.962,0.631,0.927,0.199,222160,0.119,0.148,-2.787,0,0.0332,4,0.465
pop,5N5k9nd479b1xpDZ4usjrg,Promises (with Sam Smith),Calvin Harris,123.07,0.781,0.768,0.0119,213309,4.91e-06,0.325,-5.991,1,0.0394,4,0.486
pop,22mek4IiqubGD9ctzxc69s,How Deep Is Your Love,Calvin Harris,122.003,0.738,0.868,0.0392,212640,0.00169,0.388,-4.373,0,0.0731,4,0.336
pop,5bcTCxgc7xVfSaMV3RuVke,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,101.018,0.893,0.745,0.0642,223413,0.0,0.0943,-3.105,0,0.0571,4,0.872
pop,0lMbuWUpfTWhEmOKxppEau,Rollin (feat. Future & Khalid),Calvin Harris,91.953,0.753,0.76,0.446,272653,3.13e-05,0.182,-4.518,0,0.0859,4,0.657
pop,1vvNmPOiUuyCbgWmtc6yfm,My Way,Calvin Harris,119.986,0.818,0.913,0.093,219160,3.69e-05,0.161,-3.06,0,0.0426,4,0.536
pop,40YcuQysJ0KlGQTeGUosTC,"Me, Myself & I",G-Eazy,111.995,0.756,0.674,0.0184,251467,0.0,0.158,-6.518,0,0.0959,4,0.389
pop,23L5CiUhw2jV1OIMwthR3S,In the Name of Love,Martin Garrix,133.99,0.501,0.519,0.109,195707,0.0,0.454,-5.88,0,0.0409,4,0.168
pop,04ZTP5KsCypmtCmQg5tH9R,I'm a Mess,Bebe Rexha,97.005,0.63,0.694,0.00281,195519,0.0,0.0719,-6.257,0,0.0253,4,0.216
pop,5cF0dROlMOK5uNZtivgu50,Attention,Charlie Puth,100.066,0.775,0.613,0.109,208787,2.33e-05,0.134,-4.586,0,0.0542,4,0.797
pop,06KyNuuMOX1ROXRhj787tj,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,100.017,0.728,0.563,0.621,217707,0.0,0.179,-8.053,0,0.134,4,0.352
pop,6wmAHw1szh5RCKSRjiXhPe,How Long,Charlie Puth,109.974,0.845,0.561,0.211,200853,3.49e-06,0.0383,-5.253,0,0.0778,4,0.811
pop,2JzZzZUQj3Qff7wapcbKjc,See You Again (feat. Charlie Puth),Wiz Khalifa,80.025,0.689,0.481,0.369,229526,1.03e-06,0.0649,-7.503,1,0.0815,4,0.283
pop,3WGJSY8JaGliVIJyMig5aS,1999,Charli xcx,124.016,0.745,0.728,0.0183,189200,1.5e-06,0.14,-4.686,1,0.034,4,0.625
pop,46HNZY1i7O6jwTA7Slo2PI,My Universe,Coldplay,105.006,0.573,0.711,0.0114,226198,0.0,0.328,-6.268,0,0.0406,4,0.47
pop,3RiPr603aXAoi4GHyXx0uy,Hymn for the Weekend,Coldplay,90.027,0.491,0.693,0.211,258267,6.92e-06,0.325,-6.487,0,0.0377,4,0.412
pop,69uxyAqqPIsUyTO8txoP2M,Adventure of a Lifetime,Coldplay,111.995,0.638,0.924,0.00205,263787,0.000175,0.149,-3.887,1,0.036,4,0.53
pop,0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,The Weeknd,171.001,0.513,0.73,0.00143,200040,9.54e-05,0.0897,-5.94,1,0.0598,4,0.334
pop,2gpWyfu7eZ01zzncHpxOtA,Moth To A Flame (with The Weeknd),Swedish House Mafia,120.122,0.542,0.659,0.00279,234000,0.0,0.105,-7.289,1,0.0389,4,0.109
pop,3dhjNA0jGA8vHBQ1VdD6vV,I Feel It Coming,The Weeknd,92.987,0.773,0.819,0.428,269187,0.0,0.0679,-5.946,0,0.118,4,0.585
pop,2Ch7LmS7r2Gy2kc64wv3Bz,Die For You,The Weeknd,133.63,0.586,0.525,0.111,260253,0.0,0.134,-7.163,0,0.0616,4,0.507
pop,7szuecWAPwGoV1e5vGu8tl,In Your Eyes,The Weeknd,100.019,0.667,0.719,0.0028,237520,7.92e-05,0.0736,-5.371,0,0.0346,4,0.718
pop,5QO79kh1waicV47BqGRL3g,Save Your Tears,The Weeknd,118.049,0.679,0.825,0.0212,215627,1.21e-05,0.543,-5.487,1,0.0309,4,0.644
pop,7fBv7CLKzipRk6EC6TWHOB,The Hills,The Weeknd,113.003,0.585,0.564,0.0671,242253,0.0,0.135,-7.063,0,0.0515,4,0.137
pop,22VdIZQfgXJea34mQxlt81,Can't Feel My Face,The Weeknd,107.949,0.705,0.769,0.113,213520,0.0,0.105,-5.526,0,0.0425,4,0.583
pop,1nH2PkJL1XoUq8oE6tBZoU,Sacrifice,The Weeknd,122.0,0.735,0.795,0.0296,188918,3.18e-05,0.0678,-6.523,0,0.113,4,0.905
pop,2hrUO4drrO63i7FYbCLBl2,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,102.002,0.717,0.73,0.383,251173,0.0,0.398,-4.729,0,0.0568,4,0.792
pop,72gv4zhNvRVdQA0eOenCal,Symphony (feat. Zara Larsson),Clean Bandit,122.956,0.715,0.605,0.239,212733,1.41e-05,0.189,-5.128,0,0.0428,4,0.454
pop,3NuK5xMlSlB6K2Qp16zf3h,Solo (feat. Demi Lovato),Clean Bandit,104.966,0.74,0.622,0.0357,222707,4.85e-05,0.356,-4.608,0,0.0446,4,0.556
pop,0zzVTGyRrWpQu8Fr28NRAv,OK Not To Be OK,Marshmello,103.072,0.743,0.837,0.0172,159863,0.0,0.0743,-5.025,0,0.0649,4,0.263
pop,2zFF6jG5hQArbzcXz3KUWk,Cool for the Summer,Demi Lovato,114.06,0.583,0.61,0.00425,214740,0.000105,0.14,-5.639,0,0.0382,4,0.336
pop,0yvPEnB032fojLfVluFjUv,Sorry Not Sorry,Demi Lovato,143.944,0.705,0.643,0.0242,203760,0.0,0.262,-6.929,0,0.232,4,0.884
pop,2dpaYNEQHiRxtZbfNsse99,Happier,Marshmello,100.011,0.687,0.792,0.191,214290,0.0,0.167,-2.749,1,0.0452,4,0.671
pop,2Y0wPrPQBrGhoLn14xRYCG,Come & Go (with Marshmello),Juice WRLD,144.991,0.625,0.814,0.0172,205485,0.0,0.158,-5.181,1,0.0657,4,0.535
pop,0tBbt8CrmxbjRP0pueQkyU,Wolves,Selena Gomez,124.996,0.725,0.804,0.124,197993,0.0,0.204,-4.614,0,0.0422,4,0.31
pop,3Z8FwOEN59mRMxDCtb8N0A,Be Kind (with Halsey),Marshmello,93.992,0.63,0.633,0.00776,172762,0.0,0.0541,-7.088,1,0.0457,4,0.452
pop,0lYBSQXN6rCTvUZvg9S0lU,Let Me Love You,DJ Snake,199.892,0.475,0.715,0.0863,205947,2.67e-05,0.135,-5.371,1,0.058,4,0.159
pop,0g5EKLgdKvNlln7TNqBByK,Middle,DJ Snake,104.879,0.583,0.695,0.0138,220573,0.0,0.0527,-5.336,1,0.0423,4,0.224
pop,1qE47wUKG2juJwPoLqg4C9,Lean On (feat. MØ & DJ Snake),Major Lazer,98.007,0.723,0.809,0.00346,176561,0.00123,0.565,-3.081,0,0.0625,4,0.274
rock,265jHUE2zMARKwtIhkknsS,Numb,Linkin Park,110.072,0.488,0.87,0.00353,187520,0.0,0.484,-4.185,0,0.0421,4,0.211
rock,3YRCqOhFifThpSRFJ1VWFM,November Rain,Guns N' Roses,79.79,0.294,0.64,0.016,536067,0.22,0.112,-9.316,1,0.0291,4,0.226
rock,4TMhakloPMPS84lNHNTSa3,Smells Like Teen Spirit - Remastered 2021,Nirvana,116.731,0.489,0.918,3.53e-05,300893,7.64e-05,0.0908,-4.502,1,0.0554,4,0.691
rock,60a0Rd6pjrkxjPbaKzXjfq,In the End,Linkin Park,105.143,0.556,0.864,0.00958,216880,0.0,0.209,-5.87,0,0.0584,4,0.4
rock,79UJTjTabqsQUhLkTJlSit,What's Up?,4 Non Blondes,135.208,0.569,0.594,0.0416,292162,7.32e-06,0.116,-8.133,0,0.0279,4,0.424
rock,5JFZ9Dn9Br9d0C3BEaO75L,Back for More,Hurricane on Saturn,125.052,0.679,0.742,0.036,202102,0.0,0.0791,-7.863,0,0.029,4,0.552
rock,1AhDOtG9vPSOmsWgNW0BEY,Bohemian Rhapsody - Remastered 2011,Queen,71.105,0.414,0.404,0.271,354320,0.0,0.3,-9.928,0,0.0499,4,0.224
rock,7o2CTH4ctstm8TNelqjb51,Sweet Child O' Mine,Guns N' Roses,125.116,0.454,0.91,0.0866,354520,0.0996,0.116,-7.766,1,0.0448,4,0.629
rock,5FVd6KXrgO9B3JPmC8OPst,Do I Wanna Know?,Arctic Monkeys,85.03,0.548,0.532,0.186,272394,0.000263,0.217,-7.596,1,0.0323,4,0.405
rock,68HyvTUsmlpH1UJo9tn5v3,Zombie,The Cranberries,165.187,0.252,0.738,0.0145,307440,0.000497,0.375,-5.326,1,0.0446,4,0.256
rock,57bgtoPSgt236HzfBOd8kj,Thunderstruck,AC/DC,133.52,0.502,0.89,0.000147,292880,0.0117,0.217,-5.175,1,0.0364,4,0.259
rock,0YiqstoUoXgePF6Oi7ySra,Monsters,Hurricane on Saturn,75.005,0.571,0.894,0.0441,261000,6.15e-06,0.123,-4.561,0,0.0696,4,0.452
rock,1zOaxkbS1kAY1gIi0g8sOm,It's My Life,Bon Jovi,119.992,0.551,0.913,0.0263,224493,1.35e-05,0.347,-4.063,0,0.0466,4,0.544
rock,646J2jOtUe4Jflrmh6JFjN,Bring Me To Life,Evanescence,189.892,0.312,0.946,0.00749,235893,2.93e-06,0.288,-3.209,0,0.107,4,0.297
rock,0nLiqZ6A27jJri2VCalIUs,Nothing Else Matters,Metallica,142.352,0.553,0.362,0.0458,388267,6.01e-06,0.075,-11.218,0,0.0263,3,0.158
rock,5V3mdRI2yQxbSsJGDPc5lD,Chop Suey!,System Of A Down,127.204,0.42,0.929,0.000353,210240,0.000747,0.122,-3.899,0,0.121,4,0.3
rock,1JSTJqkT5qHq8MDJnJbRE1,Every Breath You Take,The Police,117.401,0.82,0.452,0.543,253920,0.00294,0.0714,-9.796,1,0.0348,4,0.74
rock,2U64TRs9DKbGzs2fPxSGdx,Rescue Light,Hurricane on Saturn,152.041,0.428,0.943,0.00162,199737,0.0,0.814,-4.129,1,0.0798,4,0.605
rock,2wVXSc0IrQVodHESUxVUJA,Losing My Religion,R.E.M.,125.632,0.664,0.852,0.174,268427,0.0,0.1,-4.996,0,0.029,4,0.807
rock,3YuaBvuZqcwN3CEAyyoaei,Like a Stone,Audioslave,107.849,0.614,0.568,0.00797,293960,0.0,0.0997,-5.477,0,0.0276,4,0.516
rock,3MrRksHupTVEQ7YbA0FsZK,The Final Countdown,Europe,117.662,0.529,0.843,0.0628,310333,0.000827,0.0608,-6.908,0,0.0616,4,0.188
rock,37ZJ0p5Jm13JPevGcx4SkF,Livin' On A Prayer,Bon Jovi,122.509,0.532,0.887,0.0778,249293,0.000206,0.294,-3.757,1,0.0335,4,0.794
rock,48UPSzbZjgc449aqz8bxox,Californication,Red Hot Chili Peppers,96.483,0.592,0.767,0.0021,329733,0.00165,0.127,-2.788,0,0.027,4,0.328
rock,6IadkySzhPNWU0ZrXhVimN,In Ash,Hurricane on Saturn,110.01,0.56,0.846,0.000803,256319,0.000154,0.197,-5.956,0,0.0464,4,0.256
rock,3ovjw5HZZv43SxTwApooCM,Wind Of Change,Scorpions,151.505,0.452,0.524,0.315,312360,0.0,0.103,-10.108,1,0.0351,4,0.246
rock,5PsUB0ISfQxRLhF5DmI5Ks,Don't Speak,No Doubt,76.05,0.522,0.707,0.24,263000,2.04e-05,0.156,-7.113,0,0.0354,4,0.572
rock,6Gn02ZC8juXwQ10Xk7ACXx,The Reason,Hoobastank,82.957,0.474,0.659,0.0125,232800,0.0,0.154,-4.667,1,0.0292,4,0.075
rock,3Z9PJ6xiEGmcqo2hESEB5n,Bitter Sweet Symphony,The Verve,171.112,0.362,0.911,0.0336,357267,0.0,0.466,-5.966,1,0.049,4,0.498
rock,08mG3Y1vljYA6bvDt4Wqkj,Back In Black,AC/DC,188.386,0.31,0.7,0.011,255493,0.00965,0.0828,-5.678,1,0.047,4,0.763
rock,3PcpJD8HqRaCDZrEtKdH9h,Pollute the Mainstream,Hurricane on Saturn,141.999,0.556,0.83,0.000549,226347,0.000864,0.16,-8.092,1,0.0302,4,0.566
rock,6b2oQwSGFkzsMtQruIWm2p,Creep,Radiohead,91.841,0.515,0.43,0.0102,238640,0.000141,0.129,-9.935,1,0.0369,4,0.104
rock,0kish3Tobj6Wq0we74343q,Always,Bon Jovi,143.713,0.377,0.658,0.117,353320,0.0,0.0677,-5.589,1,0.0318,4,0.307
rock,7F8JbSCPBXm3IxMx2UMMhH,Eye of the Tiger,Survivor,109.016,0.806,0.599,0.195,244080,0.000455,0.0837,-9.379,0,0.0323,4,0.556
rock,1Cj2vqUwlJVG27gJrun92y,The Sound of Silence,Disturbed,85.794,0.322,0.28,0.468,248467,1.1e-06,0.102,-9.367,0,0.0281,4,0.175
rock,2374M0fQpWi3dLnB54qaLX,Africa,TOTO,92.718,0.671,0.373,0.257,295893,8.01e-05,0.0481,-18.064,1,0.0323,4,0.732
rock,6d2bkGmpzE0sfajoHLDcQa,When War Comes,Hurricane on Saturn,139.878,0.476,0.854,0.01,214821,6.73e-05,0.603,-5.586,0,0.0632,4,0.213
rock,46SOM5rxqJ6YWAQUAX93xa,My Immortal,Evanescence,144.23,0.287,0.264,0.913,264627,0.0,0.106,-7.469,1,0.0355,3,0.17
rock,7MeXwzhSDGfqNfuFANgzVC,Toxicity,System Of A Down,116.335,0.407,0.876,0.000254,218933,0.00265,0.215,-4.145,1,0.0529,3,0.521
rock,5T8EDUDqKcs6OSOwEsfqG7,Don't Stop Me Now - Remastered 2011,Queen,156.295,0.559,0.868,0.0475,209413,0.000176,0.776,-5.276,1,0.17,4,0.609
rock,5IXk34xSm6rxNgXkCveC3r,Here Without You,3 Doors Down,143.991,0.556,0.545,0.0635,238560,0.0,0.124,-6.768,0,0.0255,4,0.193
rock,03EnOL1O9EKi9CFNmPyrCm,Please Forgive Me,Bryan Adams,67.018,0.558,0.46,0.497,355640,0.0,0.103,-7.032,1,0.0278,3,0.145
rock,2Bhnzebko84NKCscEEk2IQ,Solo Sangue,Hurricane on Saturn,140.08,0.574,0.844,0.000394,210839,0.0116,0.156,-8.137,1,0.0523,4,0.47
rock,3YBZIN3rekqsKxbJc9FZko,Paradise City,Guns N' Roses,100.271,0.273,0.952,0.0169,405640,0.0111,0.142,-8.762,1,0.0843,4,0.472
rock,0HJRAM7Gt9jXskuXjZeFX3,Holiday / Boulevard of Broken Dreams,Green Day,167.086,0.29,0.827,0.000659,493400,2.55e-06,0.301,-3.451,1,0.0362,4,0.45
rock,7D5n2kpYH2WSqIyEO9MeXf,Patience,Guns N' Roses,120.459,0.457,0.266,0.711,354400,0.000261,0.124,-14.465,1,0.0313,4,0.372
rock,6kvoHl80mfCVTv7XnZkjQn,"It Must Have Been Love - From the Film ""Pretty Woman""",Roxette,80.61,0.52,0.652,0.339,258787,6.14e-05,0.256,-6.655,1,0.0274,4,0.722
rock,0ZEhlT9v8CdOKu55zhYGv9,Don't Cry (Original),Guns N' Roses,124.172,0.437,0.572,0.00191,284800,0.00243,0.116,-8.648,0,0.0339,4,0.239
rock,20sUFOx6osdeALgtkYo3QD,Noizbleed,Hurricane on Saturn,125.121,0.584,0.826,0.000713,197757,0.00238,0.272,-6.815,1,0.0453,4,0.477
rock,64BbK9SFKH2jk86U3dGj2P,Otherside,Red Hot Chili Peppers,123.229,0.458,0.795,0.00316,255373,0.000202,0.0756,-3.265,1,0.0574,4,0.513
rock,07q0QVgO56EorrSGHC48y3,I Was Made For Lovin' You,KISS,128.373,0.768,0.852,0.214,271240,7.36e-05,0.0723,-6.215,1,0.038,4,0.867
rock,4npgZHPUKjWn6ipv6wl66Q,More Than Words,Extreme,91.625,0.623,0.127,0.452,333996,0.0,0.114,-14.935,1,0.0306,4,0.237
rock,5dRQUolXAVX3BbCiIxmSsf,Your Love,The Outfield,129.607,0.555,0.757,0.103,221840,1.16e-06,0.0631,-7.868,0,0.0601,4,0.582
rock,7aUuoq4oMfLxaLa5GVUDHi,Way down We Go,KALEO,81.663,0.59,0.578,0.612,219560,0.000162,0.0837,-5.798,0,0.0528,4,0.264
rock,65qNhirLIUZRFegmA8PLzS,We Die Young,Hurricane on Saturn,124.932,0.568,0.896,0.000282,229623,0.0678,0.0592,-5.599,1,0.0466,4,0.742
rock,2cBGl1Ehr1D9xbqNmraqb4,Crazy,Aerosmith,162.252,0.354,0.864,0.094,316693,0.0,0.135,-3.878,0,0.0386,3,0.436
rock,1bdXMstfxFWYSkEFTnJMoN,Enter Sandman,Metallica,123.257,0.577,0.828,0.00213,331267,0.0114,0.0581,-8.691,0,0.0298,4,0.604
rock,3m6KkYKdnbffMpGd9Pm9FP,Seven Nation Army,The White Stripes,123.889,0.745,0.466,0.00666,231920,0.35,0.272,-7.62,0,0.0864,4,0.303
